Plot Title: HOBO_343,,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 21162343, SEN S/N: 21162343)",End Of File (LGR S/N: 21162343)
181,03/16/24 12:00:00 AM,0.232,
182,03/16/24 01:00:00 AM,0.232,
183,03/16/24 02:00:00 AM,0.563,
184,03/16/24 03:00:00 AM,-0.102,
185,03/16/24 04:00:00 AM,0.453,
186,03/16/24 05:00:00 AM,0.010,
187,03/16/24 06:00:00 AM,0.121,
188,03/16/24 07:00:00 AM,0.563,
189,03/16/24 08:00:00 AM,2.730,
190,03/16/24 09:00:00 AM,2.410,
191,03/16/24 10:00:00 AM,1.656,
192,03/16/24 11:00:00 AM,4.207,
193,03/16/24 12:00:00 PM,4.102,
194,03/16/24 01:00:00 PM,5.757,
195,03/16/24 02:00:00 PM,11.722,
196,03/16/24 03:00:00 PM,9.965,
197,03/16/24 04:00:00 PM,7.582,
198,03/16/24 05:00:00 PM,5.244,
199,03/16/24 06:00:00 PM,3.472,
200,03/16/24 07:00:00 PM,2.730,
201,03/16/24 08:00:00 PM,2.730,
202,03/16/24 09:00:00 PM,2.303,
203,03/16/24 10:00:00 PM,1.872,
204,03/16/24 11:00:00 PM,1.112,
205,03/17/24 12:00:00 AM,1.221,
206,03/17/24 01:00:00 AM,1.764,
207,03/17/24 02:00:00 AM,1.764,
208,03/17/24 03:00:00 AM,1.764,
209,03/17/24 04:00:00 AM,1.439,
210,03/17/24 05:00:00 AM,0.563,
211,03/17/24 06:00:00 AM,1.221,
212,03/17/24 07:00:00 AM,1.439,
213,03/17/24 08:00:00 AM,2.410,
214,03/17/24 09:00:00 AM,3.788,
215,03/17/24 10:00:00 AM,6.166,
216,03/17/24 11:00:00 AM,8.879,
217,03/17/24 12:00:00 PM,18.426,
218,03/17/24 01:00:00 PM,15.187,
219,03/17/24 02:00:00 PM,13.942,
220,03/17/24 03:00:00 PM,10.553,
221,03/17/24 04:00:00 PM,10.651,
222,03/17/24 05:00:00 PM,8.978,
223,03/17/24 06:00:00 PM,5.860,
224,03/17/24 07:00:00 PM,3.893,
225,03/17/24 08:00:00 PM,3.578,
226,03/17/24 09:00:00 PM,3.367,
227,03/17/24 10:00:00 PM,2.837,
228,03/17/24 11:00:00 PM,3.155,
229,03/18/24 12:00:00 AM,1.112,
230,03/18/24 01:00:00 AM,0.674,
231,03/18/24 02:00:00 AM,0.453,
232,03/18/24 03:00:00 AM,-0.102,
233,03/18/24 04:00:00 AM,-0.549,
234,03/18/24 05:00:00 AM,-0.774,
235,03/18/24 06:00:00 AM,-1.114,
236,03/18/24 07:00:00 AM,-0.437,
237,03/18/24 08:00:00 AM,4.934,
238,03/18/24 09:00:00 AM,7.381,
239,03/18/24 10:00:00 AM,7.882,
240,03/18/24 11:00:00 AM,10.357,
241,03/18/24 12:00:00 PM,20.329,
242,03/18/24 01:00:00 PM,19.853,
243,03/18/24 02:00:00 PM,18.140,
244,03/18/24 03:00:00 PM,13.076,
245,03/18/24 04:00:00 PM,11.819,
246,03/18/24 05:00:00 PM,8.779,
247,03/18/24 06:00:00 PM,6.064,
248,03/18/24 07:00:00 PM,5.962,
249,03/18/24 08:00:00 PM,6.268,
250,03/18/24 09:00:00 PM,4.519,
251,03/18/24 10:00:00 PM,3.998,
252,03/18/24 11:00:00 PM,4.102,
253,03/19/24 12:00:00 AM,4.207,
254,03/19/24 01:00:00 AM,2.837,
255,03/19/24 02:00:00 AM,1.221,
256,03/19/24 03:00:00 AM,1.112,
257,03/19/24 04:00:00 AM,1.656,
258,03/19/24 05:00:00 AM,1.221,
259,03/19/24 06:00:00 AM,0.784,
260,03/19/24 07:00:00 AM,1.439,
261,03/19/24 08:00:00 AM,7.481,
262,03/19/24 09:00:00 AM,9.669,
263,03/19/24 10:00:00 AM,10.846,
264,03/19/24 11:00:00 AM,13.269,
265,03/19/24 12:00:00 PM,23.869,
266,03/19/24 01:00:00 PM,22.333,
267,03/19/24 02:00:00 PM,21.378,
268,03/19/24 03:00:00 PM,15.378,
269,03/19/24 04:00:00 PM,13.558,
270,03/19/24 05:00:00 PM,10.748,
271,03/19/24 06:00:00 PM,7.582,
272,03/19/24 07:00:00 PM,6.978,
273,03/19/24 08:00:00 PM,7.882,
274,03/19/24 09:00:00 PM,7.179,
275,03/19/24 10:00:00 PM,5.450,
276,03/19/24 11:00:00 PM,5.037,
277,03/20/24 12:00:00 AM,5.141,
278,03/20/24 01:00:00 AM,3.998,
279,03/20/24 02:00:00 AM,3.683,
280,03/20/24 03:00:00 AM,2.943,
281,03/20/24 04:00:00 AM,2.517,
282,03/20/24 05:00:00 AM,2.624,
283,03/20/24 06:00:00 AM,2.517,
284,03/20/24 07:00:00 AM,3.049,
285,03/20/24 08:00:00 AM,8.978,
286,03/20/24 09:00:00 AM,10.651,
287,03/20/24 10:00:00 AM,12.110,
288,03/20/24 11:00:00 AM,15.378,
289,03/20/24 12:00:00 PM,24.448,
290,03/20/24 01:00:00 PM,22.525,
291,03/20/24 02:00:00 PM,16.141,
292,03/20/24 03:00:00 PM,15.378,
293,03/20/24 04:00:00 PM,14.038,
294,03/20/24 05:00:00 PM,12.110,
295,03/20/24 06:00:00 PM,8.581,
296,03/20/24 07:00:00 PM,7.481,
297,03/20/24 08:00:00 PM,8.082,
298,03/20/24 09:00:00 PM,7.983,
299,03/20/24 10:00:00 PM,6.573,
300,03/20/24 11:00:00 PM,5.962,
301,03/21/24 12:00:00 AM,6.166,
302,03/21/24 01:00:00 AM,6.064,
303,03/21/24 02:00:00 AM,6.471,
304,03/21/24 03:00:00 AM,5.244,
305,03/21/24 04:00:00 AM,3.788,
306,03/21/24 05:00:00 AM,2.730,
307,03/21/24 06:00:00 AM,2.303,
308,03/21/24 07:00:00 AM,2.517,
309,03/21/24 08:00:00 AM,9.965,
310,03/21/24 09:00:00 AM,11.819,
311,03/21/24 10:00:00 AM,12.980,
312,03/21/24 11:00:00 AM,15.473,
313,03/21/24 12:00:00 PM,26.195,
314,03/21/24 01:00:00 PM,25.125,
315,03/21/24 02:00:00 PM,24.158,
316,03/21/24 03:00:00 PM,17.855,
317,03/21/24 04:00:00 PM,16.427,
318,03/21/24 05:00:00 PM,14.325,
319,03/21/24 06:00:00 PM,10.455,
320,03/21/24 07:00:00 PM,9.077,
321,03/21/24 08:00:00 PM,8.082,
322,03/21/24 09:00:00 PM,6.064,
323,03/21/24 10:00:00 PM,5.860,
324,03/21/24 11:00:00 PM,5.244,
325,03/22/24 12:00:00 AM,5.347,
326,03/22/24 01:00:00 AM,5.244,
327,03/22/24 02:00:00 AM,3.367,
328,03/22/24 03:00:00 AM,2.943,
329,03/22/24 04:00:00 AM,2.943,
330,03/22/24 05:00:00 AM,2.624,
331,03/22/24 06:00:00 AM,1.112,
332,03/22/24 07:00:00 AM,2.837,
333,03/22/24 08:00:00 AM,9.373,
334,03/22/24 09:00:00 AM,10.944,
335,03/22/24 10:00:00 AM,13.750,
336,03/22/24 11:00:00 AM,15.378,
337,03/22/24 12:00:00 PM,22.812,
338,03/22/24 01:00:00 PM,23.196,
339,03/22/24 02:00:00 PM,24.448,
340,03/22/24 03:00:00 PM,16.618,
341,03/22/24 04:00:00 PM,14.900,
342,03/22/24 05:00:00 PM,13.076,
343,03/22/24 06:00:00 PM,10.846,
344,03/22/24 07:00:00 PM,8.282,
345,03/22/24 08:00:00 PM,8.680,
346,03/22/24 09:00:00 PM,8.779,
347,03/22/24 10:00:00 PM,8.182,
348,03/22/24 11:00:00 PM,8.282,
349,03/23/24 12:00:00 AM,7.179,
350,03/23/24 01:00:00 AM,7.782,
351,03/23/24 02:00:00 AM,6.775,
352,03/23/24 03:00:00 AM,5.037,
353,03/23/24 04:00:00 AM,5.450,
354,03/23/24 05:00:00 AM,5.037,
355,03/23/24 06:00:00 AM,4.311,
356,03/23/24 07:00:00 AM,5.860,
357,03/23/24 08:00:00 AM,9.866,
358,03/23/24 09:00:00 AM,11.431,
359,03/23/24 10:00:00 AM,11.916,
360,03/23/24 11:00:00 AM,13.942,
361,03/23/24 12:00:00 PM,17.665,
362,03/23/24 01:00:00 PM,13.654,
363,03/23/24 02:00:00 PM,19.282,
364,03/23/24 03:00:00 PM,13.654,
365,03/23/24 04:00:00 PM,12.304,
366,03/23/24 05:00:00 PM,10.063,
367,03/23/24 06:00:00 PM,9.373,
368,03/23/24 07:00:00 PM,8.182,
369,03/23/24 08:00:00 PM,6.775,
370,03/23/24 09:00:00 PM,7.079,
371,03/23/24 10:00:00 PM,6.268,
372,03/23/24 11:00:00 PM,5.347,
373,03/24/24 12:00:00 AM,6.573,
374,03/24/24 01:00:00 AM,5.244,
375,03/24/24 02:00:00 AM,4.727,
376,03/24/24 03:00:00 AM,4.415,
377,03/24/24 04:00:00 AM,3.683,
378,03/24/24 05:00:00 AM,2.837,
379,03/24/24 06:00:00 AM,2.410,
380,03/24/24 07:00:00 AM,2.088,
381,03/24/24 08:00:00 AM,2.943,
382,03/24/24 09:00:00 AM,4.207,
383,03/24/24 10:00:00 AM,5.141,
384,03/24/24 11:00:00 AM,4.727,
385,03/24/24 12:00:00 PM,4.623,
386,03/24/24 01:00:00 PM,3.998,
387,03/24/24 02:00:00 PM,0.674,
388,03/24/24 03:00:00 PM,0.674,
389,03/24/24 04:00:00 PM,1.112,
390,03/24/24 05:00:00 PM,0.784,
391,03/24/24 06:00:00 PM,0.232,
392,03/24/24 07:00:00 PM,0.121,
393,03/24/24 08:00:00 PM,-0.213,
394,03/24/24 09:00:00 PM,-0.325,
395,03/24/24 10:00:00 PM,-0.437,
396,03/24/24 11:00:00 PM,-0.437,
397,03/25/24 12:00:00 AM,0.121,
398,03/25/24 01:00:00 AM,-0.325,
399,03/25/24 02:00:00 AM,-0.887,
400,03/25/24 03:00:00 AM,-1.228,
401,03/25/24 04:00:00 AM,-1.114,
402,03/25/24 05:00:00 AM,-2.145,
403,03/25/24 06:00:00 AM,-2.727,
404,03/25/24 07:00:00 AM,-2.261,
405,03/25/24 08:00:00 AM,0.343,
406,03/25/24 09:00:00 AM,1.003,
407,03/25/24 10:00:00 AM,1.872,
408,03/25/24 11:00:00 AM,2.730,
409,03/25/24 12:00:00 PM,11.334,
410,03/25/24 01:00:00 PM,5.757,
411,03/25/24 02:00:00 PM,5.141,
412,03/25/24 03:00:00 PM,3.998,
413,03/25/24 04:00:00 PM,4.519,
414,03/25/24 05:00:00 PM,2.837,
415,03/25/24 06:00:00 PM,1.872,
416,03/25/24 07:00:00 PM,-0.325,
417,03/25/24 08:00:00 PM,-1.570,
418,03/25/24 09:00:00 PM,-1.341,
419,03/25/24 10:00:00 PM,-1.341,
420,03/25/24 11:00:00 PM,0.121,
421,03/26/24 12:00:00 AM,-0.437,
422,03/26/24 01:00:00 AM,-0.887,
423,03/26/24 02:00:00 AM,-1.114,
424,03/26/24 03:00:00 AM,-1.228,
425,03/26/24 04:00:00 AM,-1.684,
426,03/26/24 05:00:00 AM,-2.610,
427,03/26/24 06:00:00 AM,-2.494,
428,03/26/24 07:00:00 AM,-2.145,
429,03/26/24 08:00:00 AM,1.330,
430,03/26/24 09:00:00 AM,4.102,
431,03/26/24 10:00:00 AM,3.683,
432,03/26/24 11:00:00 AM,1.656,
433,03/26/24 12:00:00 PM,8.779,
434,03/26/24 01:00:00 PM,6.674,
435,03/26/24 02:00:00 PM,6.978,
436,03/26/24 03:00:00 PM,0.453,
437,03/26/24 04:00:00 PM,1.112,
438,03/26/24 05:00:00 PM,2.303,
439,03/26/24 06:00:00 PM,2.088,
440,03/26/24 07:00:00 PM,0.232,
441,03/26/24 08:00:00 PM,-0.662,
442,03/26/24 09:00:00 PM,-0.213,
443,03/26/24 10:00:00 PM,0.010,
444,03/26/24 11:00:00 PM,-0.549,
445,03/27/24 12:00:00 AM,-1.341,
446,03/27/24 01:00:00 AM,-1.684,
447,03/27/24 02:00:00 AM,-2.727,
448,03/27/24 03:00:00 AM,-2.844,
449,03/27/24 04:00:00 AM,-2.727,
450,03/27/24 05:00:00 AM,-2.494,
451,03/27/24 06:00:00 AM,-2.844,
452,03/27/24 07:00:00 AM,-2.727,
453,03/27/24 08:00:00 AM,4.102,
454,03/27/24 09:00:00 AM,3.893,
455,03/27/24 10:00:00 AM,4.934,
456,03/27/24 11:00:00 AM,5.860,
457,03/27/24 12:00:00 PM,6.166,
458,03/27/24 01:00:00 PM,9.965,
459,03/27/24 02:00:00 PM,14.421,
460,03/27/24 03:00:00 PM,8.382,
461,03/27/24 04:00:00 PM,7.179,
462,03/27/24 05:00:00 PM,6.166,
463,03/27/24 06:00:00 PM,5.037,
464,03/27/24 07:00:00 PM,3.472,
465,03/27/24 08:00:00 PM,1.330,
466,03/27/24 09:00:00 PM,0.674,
467,03/27/24 10:00:00 PM,0.343,
468,03/27/24 11:00:00 PM,0.784,
469,03/28/24 12:00:00 AM,1.003,
470,03/28/24 01:00:00 AM,2.303,
471,03/28/24 02:00:00 AM,1.330,
472,03/28/24 03:00:00 AM,2.943,
473,03/28/24 04:00:00 AM,1.656,
474,03/28/24 05:00:00 AM,1.330,
475,03/28/24 06:00:00 AM,3.155,
476,03/28/24 07:00:00 AM,3.472,
477,03/28/24 08:00:00 AM,8.581,
478,03/28/24 09:00:00 AM,9.472,
479,03/28/24 10:00:00 AM,10.944,
480,03/28/24 11:00:00 AM,12.594,
481,03/28/24 12:00:00 PM,15.760,
482,03/28/24 01:00:00 PM,15.951,
483,03/28/24 02:00:00 PM,19.948,
484,03/28/24 03:00:00 PM,13.558,
485,03/28/24 04:00:00 PM,12.304,
486,03/28/24 05:00:00 PM,11.916,
487,03/28/24 06:00:00 PM,10.455,
488,03/28/24 07:00:00 PM,8.978,
489,03/28/24 08:00:00 PM,8.382,
490,03/28/24 09:00:00 PM,9.472,
491,03/28/24 10:00:00 PM,7.682,
492,03/28/24 11:00:00 PM,6.978,
493,03/29/24 12:00:00 AM,6.166,
494,03/29/24 01:00:00 AM,5.860,
495,03/29/24 02:00:00 AM,6.370,
496,03/29/24 03:00:00 AM,5.450,
497,03/29/24 04:00:00 AM,5.037,
498,03/29/24 05:00:00 AM,3.472,
499,03/29/24 06:00:00 AM,2.943,
500,03/29/24 07:00:00 AM,3.155,
501,03/29/24 08:00:00 AM,4.831,
502,03/29/24 09:00:00 AM,5.962,
503,03/29/24 10:00:00 AM,4.934,
504,03/29/24 11:00:00 AM,6.775,
505,03/29/24 12:00:00 PM,5.655,
506,03/29/24 01:00:00 PM,5.450,
507,03/29/24 02:00:00 PM,6.978,
508,03/29/24 03:00:00 PM,6.471,
509,03/29/24 04:00:00 PM,5.962,
510,03/29/24 05:00:00 PM,6.166,
511,03/29/24 06:00:00 PM,5.655,
512,03/29/24 07:00:00 PM,4.207,
513,03/29/24 08:00:00 PM,3.788,
514,03/29/24 09:00:00 PM,4.311,
515,03/29/24 10:00:00 PM,4.311,
516,03/29/24 11:00:00 PM,3.788,
517,03/30/24 12:00:00 AM,4.727,
518,03/30/24 01:00:00 AM,5.347,
519,03/30/24 02:00:00 AM,7.582,
520,03/30/24 03:00:00 AM,7.682,
521,03/30/24 04:00:00 AM,7.280,
522,03/30/24 05:00:00 AM,6.877,
523,03/30/24 06:00:00 AM,7.481,
524,03/30/24 07:00:00 AM,7.782,
525,03/30/24 08:00:00 AM,8.581,
526,03/30/24 09:00:00 AM,9.669,
527,03/30/24 10:00:00 AM,11.041,
528,03/30/24 11:00:00 AM,14.804,
529,03/30/24 12:00:00 PM,18.045,
530,03/30/24 01:00:00 PM,19.472,
531,03/30/24 02:00:00 PM,17.284,
532,03/30/24 03:00:00 PM,14.134,
533,03/30/24 04:00:00 PM,13.654,
534,03/30/24 05:00:00 PM,13.365,
535,03/30/24 06:00:00 PM,11.139,
536,03/30/24 07:00:00 PM,9.176,
537,03/30/24 08:00:00 PM,9.866,
538,03/30/24 09:00:00 PM,9.669,
539,03/30/24 10:00:00 PM,8.581,
540,03/30/24 11:00:00 PM,11.041,
541,03/31/24 12:00:00 AM,11.139,
542,03/31/24 01:00:00 AM,10.553,
543,03/31/24 02:00:00 AM,9.965,
544,03/31/24 03:00:00 AM,9.275,
545,03/31/24 04:00:00 AM,8.581,
546,03/31/24 05:00:00 AM,7.782,
547,03/31/24 06:00:00 AM,7.381,
548,03/31/24 07:00:00 AM,8.779,
549,03/31/24 08:00:00 AM,7.381,
550,03/31/24 09:00:00 AM,9.571,
551,03/31/24 10:00:00 AM,11.431,
552,03/31/24 11:00:00 AM,11.139,
553,03/31/24 12:00:00 PM,13.654,
554,03/31/24 01:00:00 PM,7.481,
555,03/31/24 02:00:00 PM,6.978,
556,03/31/24 03:00:00 PM,8.082,
557,03/31/24 04:00:00 PM,7.682,
558,03/31/24 05:00:00 PM,6.978,
559,03/31/24 06:00:00 PM,6.166,
560,03/31/24 07:00:00 PM,4.415,
561,03/31/24 08:00:00 PM,4.311,
562,03/31/24 09:00:00 PM,3.683,
563,03/31/24 10:00:00 PM,2.624,
564,03/31/24 11:00:00 PM,0.893,
565,04/01/24 12:00:00 AM,1.764,
566,04/01/24 01:00:00 AM,0.121,
567,04/01/24 02:00:00 AM,-1.114,
568,04/01/24 03:00:00 AM,0.121,
569,04/01/24 04:00:00 AM,0.010,
570,04/01/24 05:00:00 AM,-1.456,
571,04/01/24 06:00:00 AM,-1.341,
572,04/01/24 07:00:00 AM,-0.437,
573,04/01/24 08:00:00 AM,7.179,
574,04/01/24 09:00:00 AM,6.573,
575,04/01/24 10:00:00 AM,11.139,
576,04/01/24 11:00:00 AM,5.962,
577,04/01/24 12:00:00 PM,12.304,
578,04/01/24 01:00:00 PM,9.965,
579,04/01/24 02:00:00 PM,8.978,
580,04/01/24 03:00:00 PM,8.581,
581,04/01/24 04:00:00 PM,6.877,
582,04/01/24 05:00:00 PM,6.268,
583,04/01/24 06:00:00 PM,6.573,
584,04/01/24 07:00:00 PM,4.415,
585,04/01/24 08:00:00 PM,2.517,
586,04/01/24 09:00:00 PM,3.578,
587,04/01/24 10:00:00 PM,2.943,
588,04/01/24 11:00:00 PM,3.683,
589,04/02/24 12:00:00 AM,3.155,
590,04/02/24 01:00:00 AM,2.730,
591,04/02/24 02:00:00 AM,0.453,
592,04/02/24 03:00:00 AM,-0.662,
593,04/02/24 04:00:00 AM,-1.341,
594,04/02/24 05:00:00 AM,-1.799,
595,04/02/24 06:00:00 AM,-1.799,
596,04/02/24 07:00:00 AM,0.232,
597,04/02/24 08:00:00 AM,8.082,
598,04/02/24 09:00:00 AM,8.282,
599,04/02/24 10:00:00 AM,9.472,
600,04/02/24 11:00:00 AM,9.176,
601,04/02/24 12:00:00 PM,15.282,
602,04/02/24 01:00:00 PM,18.616,
603,04/02/24 02:00:00 PM,16.713,
604,04/02/24 03:00:00 PM,14.038,
605,04/02/24 04:00:00 PM,12.787,
606,04/02/24 05:00:00 PM,11.139,
607,04/02/24 06:00:00 PM,7.782,
608,04/02/24 07:00:00 PM,6.064,
609,04/02/24 08:00:00 PM,6.268,
610,04/02/24 09:00:00 PM,5.552,
611,04/02/24 10:00:00 PM,5.141,
612,04/02/24 11:00:00 PM,4.727,
613,04/03/24 12:00:00 AM,3.683,
614,04/03/24 01:00:00 AM,3.155,
615,04/03/24 02:00:00 AM,2.837,
616,04/03/24 03:00:00 AM,2.410,
617,04/03/24 04:00:00 AM,1.872,
618,04/03/24 05:00:00 AM,1.330,
619,04/03/24 06:00:00 AM,1.112,
620,04/03/24 07:00:00 AM,3.788,
621,04/03/24 08:00:00 AM,11.431,
622,04/03/24 09:00:00 AM,11.722,
623,04/03/24 10:00:00 AM,13.269,
624,04/03/24 11:00:00 AM,15.473,
625,04/03/24 12:00:00 PM,22.142,
626,04/03/24 01:00:00 PM,23.196,
627,04/03/24 02:00:00 PM,20.710,
628,04/03/24 03:00:00 PM,17.094,
629,04/03/24 04:00:00 PM,16.332,
630,04/03/24 05:00:00 PM,13.269,
631,04/03/24 06:00:00 PM,10.063,
632,04/03/24 07:00:00 PM,8.978,
633,04/03/24 08:00:00 PM,8.182,
634,04/03/24 09:00:00 PM,8.779,
635,04/03/24 10:00:00 PM,8.779,
636,04/03/24 11:00:00 PM,8.382,
637,04/04/24 12:00:00 AM,7.782,
638,04/04/24 01:00:00 AM,6.370,
639,04/04/24 02:00:00 AM,6.877,
640,04/04/24 03:00:00 AM,5.450,
641,04/04/24 04:00:00 AM,6.674,
642,04/04/24 05:00:00 AM,6.674,
643,04/04/24 06:00:00 AM,6.064,
644,04/04/24 07:00:00 AM,11.041,
645,04/04/24 08:00:00 AM,15.282,
646,04/04/24 09:00:00 AM,16.141,
647,04/04/24 10:00:00 AM,19.092,
648,04/04/24 11:00:00 AM,20.710,
649,04/04/24 12:00:00 PM,22.333,
650,04/04/24 01:00:00 PM,20.043,
651,04/04/24 02:00:00 PM,23.677,
652,04/04/24 03:00:00 PM,20.234,
653,04/04/24 04:00:00 PM,19.187,
