order,family,Genus,species,mass.g.,gestation.mo.,newborn.g.,weaning.mo.,wean,refs
Primates,Cercopithecidae,Macaca,cyclopis,6316.67,5.4,401,6.87,-999,
Primates,Cercopithecidae,Macaca,nemestrina,6133.1,5.71,476.24,10.66,1416.5,
Primates,Cercopithecidae,Macaca,fascicularis,3456.29,5.49,407.82,9.58,990.33,
Primates,Cercopithecidae,Macaca,radiata,3735,5.43,391.33,10.72,2000,
Primates,Cercopithecidae,Mandrillus,leucophaeus,9087.5,6.19,772,16,-999,
Primates,Cercopithecidae,Mandrillus,sphinx,11916.67,6.02,751.5,11.64,3000,
Primates,Cercopithecidae,Miopithecus,talapoin,1093.33,5.4,187.5,5.43,450,
Primates,Cercopithecidae,Nasalis,larvatus,9462.6,5.53,452,7.62,2000,
Primates,Cercopithecidae,Papio,hamadryas,14028.57,5.94,836.97,8.59,3950,
Primates,Cercopithecidae,Presbytis,comata,6200,-999,-999,-999,-999,
Primates,Cercopithecidae,Presbytis,rubicunda,6300,-999,-999,-999,-999,
Primates,Cercopithecidae,Presbytis,potenziani,6400,-999,-999,-999,-999,
Primates,Cercopithecidae,Presbytis,melalophos,6600,-999,-999,-999,-999,
Primates,Cercopithecidae,Procolobus,verus,3600,-999,-999,-999,-999,
Primates,Cercopithecidae,Procolobus,badius,6163.5,5.63,-999,21.88,-999,
Primates,Cercopithecidae,Pygathrix,bieti,9960,-999,427,-999,-999,
Primates,Cercopithecidae,Pygathrix,nemaeus,8310,6.25,463,-999,-999,
Primates,Cercopithecidae,Semnopithecus,entellus,11253.33,6.3,500,11.48,2100,
Primates,Cercopithecidae,Theropithecus,gelada,12242.33,5.81,464.5,15.4,3900,
Primates,Cercopithecidae,Trachypithecus,francoisi,7325,-999,457,13.1,-999,
Primates,Cercopithecidae,Trachypithecus,geei,8100,-999,-999,-999,-999,
Primates,Cercopithecidae,Trachypithecus,johnii,12000,-999,-999,-999,-999,
Primates,Cercopithecidae,Trachypithecus,cristatus,6572,-999,-999,12,-999,
Primates,Cercopithecidae,Trachypithecus,vetulus,7081.75,6.95,432.33,8.23,1100,
Primates,Cercopithecidae,Trachypithecus,obscurus,6426,4.92,329.83,12,-999,
Primates,Cercopithecidae,Trachypithecus,phayrei,8400,5.5,-999,10.17,-999,
Primates,Cheirogaleidae,Cheirogaleus,major,394.2,2.35,18.04,1.55,-999,
Primates,Cheirogaleidae,Cheirogaleus,medius,170.6,2.16,16.33,2.03,-999,
Primates,Cheirogaleidae,Microcebus,rufus,69,-999,6.5,1.33,-999,
Primates,Cheirogaleidae,Microcebus,coquereli,306.67,2.95,14.5,4.54,-999,
Primates,Cheirogaleidae,Microcebus,murinus,71,1.84,5.78,1.3,-999,
Primates,Cheirogaleidae,Phaner,furcifer,400,-999,-999,-999,-999,
Primates,Daubentoniidae,Daubentonia,madagascariensis,2610.33,5.53,123,7.71,1535,
Primates,Galagonidae,Euoticus,elegantulus,280,4.5,-999,-999,-999,
Primates,Galagonidae,Galago,alleni,289.2,4.47,24,-999,-999,
Primates,Galagonidae,Galago,moholi,180,4.1,12.1,3.07,95,
Primates,Galagonidae,Galago,senegalensis,171.38,4.23,14.05,2.93,116.67,
Primates,Galagonidae,Galagoides,demidoff,66,3.12,10.58,1.5,-999,
Primates,Galagonidae,Galagoides,zanzibaricus,144,4.1,14.55,-999,-999,
Primates,Galagonidae,Otolemur,crassicaudatus,1143.33,4.41,51.21,4.53,500,
Primates,Galagonidae,Otolemur,garnettii,731.33,4.4,49,-999,-999,
Primates,Hominidae,Gorilla,gorilla,101386.11,8.47,2077.5,27.44,12595,
Primates,Hominidae,Pan,troglodytes,37618.18,7.36,1669.92,36.54,8500,
Primates,Hominidae,Pan,paniscus,32733.33,7.75,1411.2,20.87,8500,
Primates,Hominidae,Pongo,pygmaeus,37115.6,8.67,1671.93,36.79,11000,
Primates,Hylobatidae,Hylobates,moloch,6048.4,7.5,-999,-999,-999,
Primates,Hylobatidae,Hylobates,klossii,5900,7,-999,11,-999,
Primates,Hylobatidae,Hylobates,hoolock,6500,-999,-999,23.3,-999,
Primates,Hylobatidae,Hylobates,concolor,6389.67,6.84,-999,-999,-999,
Primates,Hylobatidae,Hylobates,agilis,5666.67,-999,-999,-999,-999,
Primates,Hylobatidae,Hylobates,syndactylus,9554.67,7.74,527.33,21.1,-999,
Primates,Hylobatidae,Hylobates,lar,5050.56,7.08,325.71,19.73,1070,
Primates,Indridae,Avahi,laniger,1094.43,4.5,-999,5.33,-999,
Primates,Indridae,Indri,indri,7918,4.85,300,10.41,-999,
Primates,Indridae,Propithecus,tattersalli,3545,-999,98,5.1,-999,
Primates,Indridae,Propithecus,diadema,6260,5.93,135,9.1,-999,
Primates,Indridae,Propithecus,verreauxi,3657.13,4.7,77.64,6.04,-999,
Primates,Lemuridae,Eulemur,rubriventer,1765.33,4.28,85.5,-999,-999,
Primates,Lemuridae,Eulemur,macaco,2171.83,4.37,74.67,5.17,-999,
Primates,Lemuridae,Eulemur,mongoz,1666.2,4.29,58.93,5.07,-999,
Primates,Lemuridae,Eulemur,coronatus,1389.25,4.12,59,-999,-999,
Primates,Lemuridae,Eulemur,fulvus,2426.29,4.02,78.4,5.03,-999,
Primates,Lemuridae,Hapalemur,aureus,1390,-999,-999,-999,-999,
Primates,Lemuridae,Hapalemur,griseus,1202.71,4.73,44.8,4.84,-999,
Primates,Lemuridae,Lemur,catta,2466.67,4.43,72.14,4.79,-999,
Primates,Lemuridae,Varecia,variegata,3431.43,3.34,91.99,3.67,2893,
Primates,Loridae,Arctocebus,calabarensis,314.14,4.46,29.69,3.69,160,
Primates,Loridae,Loris,tardigradus,237,5.56,12.34,5.92,139,
Primates,Loridae,Nycticebus,pygmaeus,307,6.17,21.5,-999,-999,
Primates,Loridae,Nycticebus,coucang,966.2,6.34,49.94,5.82,520,
Primates,Loridae,Perodicticus,potto,1083.5,6.44,40.51,4.34,-999,
Primates,Megaladapidae,Lepilemur,leucopus,700,-999,-999,-999,-999,
Primates,Megaladapidae,Lepilemur,ruficaudatus,779,-999,-999,4,-999,
Primates,Megaladapidae,Lepilemur,mustelinus,713,4.38,37.17,2.81,-999,
Primates,Tarsiidae,Tarsius,pumilis,-999,-999,-999,-999,-999,
Primates,Tarsiidae,Tarsius,dianae,107,-999,-999,-999,-999,
Primates,Tarsiidae,Tarsius,syrichta,112,5.98,25.62,2.73,-999,
Primates,Tarsiidae,Tarsius,bancanus,101.2,5.93,25.42,2.02,-999,
Primates,Tarsiidae,Tarsius,spectrum,179.6,5.62,25.7,2.27,-999,
Proboscidea,Elephantidae,Elephas,maximus,3178000,21.12,100038.9,18,-999,
Proboscidea,Elephantidae,Loxodonta,africana,3507000,21.46,99006.25,39.35,600000,
Rodentia,Abrocomidae,Abrocoma,cinerea,250,3.78,12.25,-999,-999,
Rodentia,Abrocomidae,Abrocoma,bennetti,307,-999,-999,-999,-999,
Rodentia,Agoutidae,Agouti,paca,9000,3.77,682.4,2.41,-999,
Rodentia,Anomaluridae,Anomalurus,beecrofti,389,-999,-999,-999,-999,
Rodentia,Anomaluridae,Anomalurus,derbianus,770,-999,-999,-999,-999,
Rodentia,Anomaluridae,Anomalurus,pelii,1650,-999,-999,-999,-999,
Rodentia,Anomaluridae,Idiurus,zenkeri,15.75,-999,-999,-999,-999,
Rodentia,Aplodontidae,Aplodontia,rufa,687,0.98,23.58,1.75,392.52,
Rodentia,Bathyergidae,Bathyergus,suillus,635,2.26,34,0.7,-999,
Rodentia,Bathyergidae,Bathyergus,janetta,332,-999,15.4,0.93,-999,
Rodentia,Bathyergidae,Cryptomys,damarensis,144,3.05,9,2.73,-999,
Rodentia,Bathyergidae,Cryptomys,hottentotus,132.5,2.67,8.63,1.5,26.05,
Rodentia,Bathyergidae,Cryptomys,ochraceocinereus,200,-999,-999,-999,-999,
Rodentia,Bathyergidae,Georychus,capensis,181,1.47,8.4,0.57,36,
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,160,2.9,7,-999,-999,
Rodentia,Bathyergidae,Heterocephalus,glaber,35,2.23,1.88,1.17,11,
Rodentia,Capromyidae,Capromys,pilorides,4683.33,4.25,209.5,3.3,-999,
Rodentia,Capromyidae,Geocapromys,ingrahami,660,3.85,78,-999,250,
Rodentia,Capromyidae,Geocapromys,brownii,1500,3.23,-999,-999,-999,
Rodentia,Capromyidae,Mysateles,melanurus,-999,6.63,-999,6.63,-999,
Rodentia,Capromyidae,Mysateles,prehensilis,-999,-999,-999,-999,-999,
Rodentia,Capromyidae,Plagiodontia,aedium,1267,4.5,105.85,-999,-999,
Rodentia,Castoridae,Castor,fiber,19000,3.51,537.94,2.33,4200,
Rodentia,Castoridae,Castor,canadensis,19606.67,3.76,455.43,1.85,-999,
Rodentia,Caviidae,Cavia,tschudii,637.5,2.11,-999,-999,-999,
Rodentia,Caviidae,Cavia,aperea,341,2.07,59.66,0.56,171.05,
Rodentia,Caviidae,Cavia,porcellus,728,2.24,85.14,0.6,228,
Rodentia,Caviidae,Dolichotis,salinicola,1600,2.57,196,-999,-999,
Rodentia,Caviidae,Dolichotis,patagonum,12500,2.81,561.94,2.13,-999,
Rodentia,Caviidae,Galea,spixii,326,1.78,-999,-999,-999,
Rodentia,Caviidae,Galea,musteloides,337.85,1.78,37.99,1.27,136.75,
Rodentia,Caviidae,Kerodon,rupestris,950,2.53,80.33,-999,-999,
Rodentia,Caviidae,Microcavia,australis,350,1.8,30.4,1.28,-999,
Rodentia,Chinchillidae,Chinchilla,brevicaudata,500,4.27,-999,-999,-999,
Rodentia,Chinchillidae,Chinchilla,lanigera,642.5,3.7,39.27,1.78,-999,
Rodentia,Chinchillidae,Lagidium,viscacia,600,4.39,260,-999,-999,
Rodentia,Chinchillidae,Lagidium,peruanum,1270,4.04,180,1.94,-999,
Rodentia,Chinchillidae,Lagostomus,maximus,3250,5.14,196,1.78,652.25,
Rodentia,Ctenodactylidae,Ctenodactylus,vali,174.75,2,18.3,-999,-999,
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,288.8,2.44,29.9,-999,-999,
Rodentia,Ctenodactylidae,Massoutiera,mzabi,194,-999,20.5,-999,-999,
Rodentia,Ctenomyidae,Ctenomys,torquatus,275,3.53,-999,-999,-999,
Rodentia,Ctenomyidae,Ctenomys,haigi,164,-999,-999,-999,-999,
Rodentia,Ctenomyidae,Ctenomys,peruanus,490,4,34.7,-999,-999,
Rodentia,Ctenomyidae,Ctenomys,talarum,100,3.87,8,1.2,-999,
Rodentia,Ctenomyidae,Ctenomys,opimus,400,-999,-999,-999,-999,
Rodentia,Dasyproctidae,Dasyprocta,punctata,2675,2.8,22.7,-999,-999,
Rodentia,Dasyproctidae,Dasyprocta,cristata,2650,-999,-999,-999,-999,
Rodentia,Dasyproctidae,Dasyprocta,leporina,3265,3.47,-999,-999,-999,
Rodentia,Dasyproctidae,Myoprocta,acouchy,775,3.3,76.8,1.75,350,
Rodentia,Dinomyidae,Dinomys,branickii,12500,8.42,730.54,0.5,-999,
Rodentia,Dipodidae,Allactaga,tetradactyla,52,-999,-999,-999,-999,
Rodentia,Dipodidae,Allactaga,euphratica,35.9,-999,-999,-999,-999,
Rodentia,Dipodidae,Allactaga,sibirica,117.5,-999,-999,-999,-999,
Rodentia,Dipodidae,Allactaga,elater,58.67,-999,-999,1.09,-999,
Rodentia,Dipodidae,Dipus,sagitta,87,0.92,-999,-999,-999,
Rodentia,Dipodidae,Eremodipus,lichtensteini,51,-999,-999,-999,-999,
Rodentia,Dipodidae,Jaculus,orientalis,134,1.15,-999,-999,-999,
Rodentia,Dipodidae,Jaculus,jaculus,55,1.28,2,1.67,20,
Rodentia,Dipodidae,Jaculus,turcmenicus,-999,-999,-999,-999,-999,
Rodentia,Dipodidae,Napaeozapus,insignis,21.33,0.77,0.96,1.19,8.9,
Rodentia,Dipodidae,Pygeretmus,platyurus,-999,-999,-999,-999,-999,
Rodentia,Dipodidae,Pygeretmus,pumilio,52.33,0.92,-999,-999,-999,
Rodentia,Dipodidae,Salpingotus,crassicauda,-999,-999,-999,-999,-999,
Rodentia,Dipodidae,Sicista,napaea,-999,0.69,-999,-999,-999,
Rodentia,Dipodidae,Sicista,betulina,8,0.97,-999,1.25,-999,
Rodentia,Dipodidae,Stylodipus,telum,55,-999,-999,-999,-999,
Rodentia,Dipodidae,Zapus,princeps,28.75,0.6,0.8,0.98,-999,
Rodentia,Dipodidae,Zapus,trinotatus,24,0.69,0.81,1,-999,
Rodentia,Dipodidae,Zapus,hudsonius,18.25,0.63,0.82,0.92,7.8,
Rodentia,Echimyidae,Echimys,chrysurus,640,-999,-999,-999,-999,
Rodentia,Echimyidae,Hoplomys,gymnurus,504,-999,24.3,-999,-999,
Rodentia,Echimyidae,Kannabateomys,amblyonyx,460,-999,-999,-999,-999,
Rodentia,Echimyidae,Makalata,armata,276,-999,-999,-999,-999,
Rodentia,Echimyidae,Proechimys,cayennensis,356.5,2.1,24.7,0.94,-999,
Rodentia,Echimyidae,Proechimys,semispinosus,500,2.01,23,0.7,-999,
Rodentia,Echimyidae,Proechimys,guairae,350,2.09,21.63,0.73,-999,
Rodentia,Echimyidae,Thrichomys,apereoides,373.5,3.1,21.1,1.5,-999,
Rodentia,Erethizontidae,Coendou,prehensilis,3900,6.67,407.9,3.13,-999,
Rodentia,Erethizontidae,Erethizon,dorsatum,9000,6.78,678.2,1.28,936.84,
Rodentia,Erethizontidae,Sphiggurus,villosus,1750,-999,-999,-999,-999,
Rodentia,Erethizontidae,Sphiggurus,mexicanus,2000,-999,-999,-999,-999,
Rodentia,Geomyidae,Geomys,bursarius,176.67,0.88,5.51,1.11,22.5,
Rodentia,Geomyidae,Geomys,pinetis,142.5,0.93,5.8,1,45,
Rodentia,Geomyidae,Geomys,personatus,397,-999,-999,-999,-999,
Rodentia,Geomyidae,Geomys,arenarius,210,-999,-999,-999,-999,
Rodentia,Geomyidae,Orthogeomys,hispidus,650,-999,-999,-999,-999,
Rodentia,Geomyidae,Orthogeomys,cherriei,225,-999,-999,-999,-999,
Rodentia,Geomyidae,Pappogeomys,castanops,266,-999,6.07,-999,68.8,
Rodentia,Geomyidae,Thomomys,clusius,-999,-999,-999,-999,-999,
Rodentia,Geomyidae,Thomomys,monticola,80,-999,-999,-999,-999,
Rodentia,Geomyidae,Thomomys,umbrinus,100,-999,-999,-999,-999,
Rodentia,Geomyidae,Thomomys,talpoides,91.4,0.87,3.12,1.32,-999,
Rodentia,Geomyidae,Thomomys,bulbivorus,359.9,-999,6.11,1.5,86,
Rodentia,Geomyidae,Thomomys,bottae,103.5,0.87,3.3,-999,-999,
Rodentia,Geomyidae,Thomomys,townsendii,233,-999,-999,-999,-999,
Rodentia,Heteromyidae,Chaetodipus,nelsoni,14.4,1,-999,-999,-999,
Rodentia,Heteromyidae,Chaetodipus,penicillatus,15.23,0.84,-999,0.75,-999,
Rodentia,Heteromyidae,Chaetodipus,californicus,25.5,0.83,1.75,0.76,11,
Rodentia,Heteromyidae,Chaetodipus,intermedius,16.5,-999,-999,0.8,-999,
Rodentia,Heteromyidae,Chaetodipus,fallax,18.7,0.84,-999,-999,-999,
Rodentia,Heteromyidae,Chaetodipus,formosus,19.45,1,1,0.75,8,
Rodentia,Heteromyidae,Chaetodipus,hispidus,35.25,-999,-999,-999,-999,
Rodentia,Heteromyidae,Dipodomys,elephantinus,85,1,-999,-999,-999,
Rodentia,Heteromyidae,Dipodomys,nitratoides,35.5,1.13,3.18,0.89,20,
Rodentia,Heteromyidae,Dipodomys,panamintinus,72.4,0.99,4.5,0.93,-999,
Rodentia,Heteromyidae,Dipodomys,microps,55.16,1.04,4,0.75,21,
Rodentia,Heteromyidae,Dipodomys,agilis,60.57,-999,-999,-999,-999,
Rodentia,Heteromyidae,Dipodomys,stephensi,64.5,-999,4.4,0.67,27.67,
Rodentia,Heteromyidae,Dipodomys,venustus,82,-999,-999,-999,-999,
Rodentia,Heteromyidae,Dipodomys,merriami,40,0.91,2.92,0.67,17.6,
Rodentia,Heteromyidae,Dipodomys,spectabilis,119.6,0.78,7.75,0.81,30.3,
Rodentia,Heteromyidae,Dipodomys,californicus,84.96,-999,-999,-999,-999,
Rodentia,Heteromyidae,Dipodomys,ingens,132,-999,-999,1.07,-999,
Rodentia,Heteromyidae,Dipodomys,heermanni,65,1.03,3.91,1.02,28.1,
Rodentia,Heteromyidae,Dipodomys,ordii,54.5,0.99,-999,1.13,-999,
Rodentia,Heteromyidae,Dipodomys,deserti,112,1.01,3.04,0.67,38,
Rodentia,Heteromyidae,Heteromys,anomalus,70,-999,3.3,-999,-999,
Rodentia,Heteromyidae,Heteromys,oresterus,81,-999,-999,-999,-999,
Rodentia,Heteromyidae,Heteromys,goldmani,85,-999,-999,-999,-999,
Rodentia,Heteromyidae,Heteromys,desmarestianus,77,0.92,3,-999,-999,
Rodentia,Heteromyidae,Liomys,pictus,50,0.83,2.75,0.87,22.5,
Rodentia,Heteromyidae,Liomys,irroratus,42.5,-999,-999,-999,-999,
Rodentia,Heteromyidae,Liomys,adspersus,65,-999,-999,-999,-999,
Rodentia,Heteromyidae,Liomys,salvini,41,0.92,1.9,-999,-999,
Rodentia,Heteromyidae,Microdipodops,pallidus,13.55,-999,1,-999,-999,
Rodentia,Heteromyidae,Microdipodops,megacephalus,13.45,-999,-999,-999,-999,
Rodentia,Heteromyidae,Perognathus,fasciatus,11.55,1,-999,-999,-999,
Rodentia,Heteromyidae,Perognathus,longimembris,9,0.77,0.78,0.66,4.75,
Rodentia,Heteromyidae,Perognathus,flavus,7.83,0.83,-999,1,-999,
Rodentia,Heteromyidae,Perognathus,flavescens,9,0.85,-999,-999,-999,
Rodentia,Heteromyidae,Perognathus,parvus,20.1,0.8,1.5,0.75,-999,
Rodentia,Heteromyidae,Perognathus,merriami,8,-999,-999,0.75,-999,
Rodentia,Heteromyidae,Perognathus,inornatus,8.65,-999,-999,-999,-999,
Rodentia,Hydrochaeridae,Hydrochaeris,hydrochaeris,55000,8.82,1537.5,3.38,8299,
Rodentia,Hystricidae,Atherurus,macrourus,2000,-999,-999,-999,-999,
Rodentia,Hystricidae,Atherurus,africanus,3180,3.5,148.13,-999,-999,
Rodentia,Hystricidae,Hystrix,pumila,2740,-999,-999,-999,-999,
Rodentia,Hystricidae,Hystrix,brachyura,8000,4,445,-999,-999,
Rodentia,Hystricidae,Hystrix,indica,14650,3.73,-999,-999,-999,
Rodentia,Hystricidae,Hystrix,cristata,18333.33,2.5,1000,-999,-999,
Rodentia,Hystricidae,Hystrix,africaeaustralis,15680,2.42,331.15,2.53,-999,
Rodentia,Muridae,Acomys,percivali,-999,1.27,-999,-999,-999,
Rodentia,Muridae,Acomys,russatus,54.43,1.13,7,-999,-999,
Rodentia,Muridae,Acomys,wilsoni,20,1.27,-999,-999,10,
Rodentia,Muridae,Acomys,cahirinus,45.25,1.23,5.77,0.81,12.58,
Rodentia,Muridae,Aethomys,hindei,107,0.82,-999,-999,-999,
Rodentia,Muridae,Aethomys,kaiseri,198,0.9,6.1,0.87,47.57,
Rodentia,Muridae,Aethomys,chrysophilus,78.55,0.83,4.45,0.98,31,
Rodentia,Muridae,Aethomys,namaquensis,47.56,-999,2.5,0.8,12.5,
Rodentia,Muridae,Akodon,varius,37.3,-999,-999,-999,-999,
Rodentia,Muridae,Akodon,cursor,39.7,-999,-999,-999,-999,
Rodentia,Muridae,Akodon,boliviensis,25.95,-999,-999,-999,-999,
Rodentia,Muridae,Akodon,molinae,33,0.77,3,0.87,-999,
Rodentia,Muridae,Akodon,dolores,50,-999,3,-999,-999,
Rodentia,Muridae,Akodon,azarae,27.33,0.79,2.2,0.49,-999,
Rodentia,Muridae,Akodon,longipilis,37.55,-999,3.3,-999,-999,
Rodentia,Muridae,Akodon,olivaceus,28.03,-999,-999,-999,-999,
Rodentia,Muridae,Akodon,urichi,50,-999,-999,-999,-999,
Rodentia,Muridae,Allocricetulus,eversmanni,-999,-999,-999,-999,-999,
Rodentia,Muridae,Alticola,roylei,35,-999,-999,-999,-999,
Rodentia,Muridae,Alticola,strelzowi,50,0.67,3,0.57,15,
Rodentia,Muridae,Alticola,argentatus,37.7,-999,-999,-999,-999,
Rodentia,Muridae,Apodemus,argenteus,-999,-999,-999,-999,-999,
Rodentia,Muridae,Apodemus,peninsulae,32.9,-999,2,-999,-999,
Rodentia,Muridae,Apodemus,uralensis,-999,-999,-999,-999,-999,
Rodentia,Muridae,Apodemus,mystacinus,45.6,0.77,3,0.88,-999,
Rodentia,Muridae,Apodemus,flavicollis,29.35,0.85,2.4,0.73,8.7,
Rodentia,Muridae,Apodemus,agrarius,21.5,0.71,1.9,0.88,-999,
Rodentia,Muridae,Apodemus,sylvaticus,23.38,0.77,1.5,0.68,-999,
Rodentia,Muridae,Arborimus,pomo,36,-999,-999,-999,-999,
Rodentia,Muridae,Arborimus,longicaudus,23,1.15,2.57,1.01,21,
Rodentia,Muridae,Arborimus,albipes,23,-999,-999,-999,-999,
Rodentia,Muridae,Arvicanthis,niloticus,64.5,0.73,4.15,0.75,21.67,
Rodentia,Muridae,Arvicola,sapidus,187.5,0.73,6,-999,-999,
Rodentia,Muridae,Arvicola,terrestris,120,0.71,5.86,0.51,42,
Rodentia,Muridae,Auliscomys,micropus,72.6,-999,-999,-999,-999,
Rodentia,Muridae,Baiomys,taylori,7.83,0.74,1.16,0.68,3.59,
Rodentia,Muridae,Bandicota,indica,545,0.69,9.99,0.92,41,
Rodentia,Muridae,Bandicota,bengalensis,166.67,0.64,4.43,0.97,22.9,
Rodentia,Muridae,Beamys,hindei,101.67,0.83,3.2,1.38,59.2,
Rodentia,Muridae,Bolomys,lasiurus,39.93,0.74,3.45,-999,-999,
Rodentia,Muridae,Calomys,lepidus,26.6,-999,2.05,-999,-999,
Rodentia,Muridae,Calomys,laucha,34,0.83,-999,-999,-999,
Rodentia,Muridae,Calomys,hummelincki,27,0.83,-999,-999,-999,
Rodentia,Muridae,Calomys,callosus,41,0.73,2.34,0.58,14.25,
Rodentia,Muridae,Calomys,musculinus,17.6,0.74,-999,-999,-999,
Rodentia,Muridae,Calomyscus,bailwardi,20.4,-999,-999,-999,-999,
Rodentia,Muridae,Calomyscus,mystax,20.4,-999,-999,-999,-999,
Rodentia,Muridae,Cannomys,badius,650,1.38,7,2,-999,
Rodentia,Muridae,Chionomys,nivalis,54,0.69,3.7,0.75,-999,
Rodentia,Muridae,Chionomys,gud,-999,-999,-999,-999,-999,
Rodentia,Muridae,Chiropodomys,gliroides,25.5,0.67,2.8,0.79,10,
Rodentia,Muridae,Chiruromys,vates,43.4,-999,-999,-999,-999,
Rodentia,Muridae,Clethrionomys,gapperi,20.57,0.59,1.61,0.55,10.89,
Rodentia,Muridae,Clethrionomys,rufocanus,29.5,-999,-999,-999,10,
Rodentia,Muridae,Clethrionomys,glareolus,20.77,0.69,1.82,0.72,9.4,
Rodentia,Muridae,Clethrionomys,californicus,23.6,0.62,-999,-999,-999,
Rodentia,Muridae,Clethrionomys,rutilus,25,0.77,2.95,-999,-999,
Rodentia,Muridae,Colomys,goslingi,58.5,-999,-999,-999,-999,
Rodentia,Muridae,Conilurus,penicillatus,144,1.16,-999,1.02,-999,
Rodentia,Muridae,Cremnomys,blanfordi,14.1,-999,-999,-999,-999,
Rodentia,Muridae,Cremnomys,cutchicus,59.8,-999,-999,-999,-999,
Rodentia,Muridae,Cricetomys,gambianus,1092.6,1.17,23.1,1.02,-999,
Rodentia,Muridae,Cricetulus,barabensis,-999,-999,2,0.67,14,
Rodentia,Muridae,Cricetulus,migratorius,30.8,0.49,-999,-999,-999,
Rodentia,Muridae,Cricetus,cricetus,506.67,0.71,5.05,0.83,105.05,
Rodentia,Muridae,Dasymys,incomtus,106.18,-999,-999,1,30,
Rodentia,Muridae,Dendromus,messorius,-999,-999,-999,-999,-999,
Rodentia,Muridae,Dendromus,kahuziensis,-999,-999,-999,-999,-999,
Rodentia,Muridae,Dendromus,mystacalis,7.2,-999,-999,-999,-999,
Rodentia,Muridae,Dendromus,mesomelas,10.6,-999,-999,-999,-999,
Rodentia,Muridae,Dendromus,melanotis,7.36,0.83,-999,-999,-999,
Rodentia,Muridae,Dephomys,defua,45,-999,-999,-999,-999,
Rodentia,Muridae,Desmodilliscus,braueri,10,0.96,0.9,-999,-999,
Rodentia,Muridae,Desmodillus,auricularis,54.5,0.94,3.12,1.1,-999,
Rodentia,Muridae,Dicrostonyx,unalascensis,-999,0.7,5.2,-999,-999,
Rodentia,Muridae,Dicrostonyx,richardsoni,55,0.68,4,0.63,-999,
Rodentia,Muridae,Dicrostonyx,hudsonius,57,0.67,-999,-999,-999,
Rodentia,Muridae,Dicrostonyx,torquatus,85,0.6,2.97,1,25.5,
Rodentia,Muridae,Dicrostonyx,groenlandicus,55.05,0.71,4.35,0.53,23,
Rodentia,Muridae,Dinaromys,bogdanovi,56,1,-999,-999,-999,
Rodentia,Muridae,Eligmodontia,typus,21.4,-999,1.73,0.6,-999,
Rodentia,Muridae,Ellobius,fuscocapillus,80,-999,-999,-999,-999,
Rodentia,Muridae,Ellobius,talpinus,38,0.87,-999,2,-999,
Rodentia,Muridae,Eolagurus,luteus,26,-999,-999,-999,-999,
Rodentia,Muridae,Gerbillurus,setzeri,38.6,0.7,2.3,0.85,20.15,
Rodentia,Muridae,Gerbillurus,paeba,28.5,0.79,2.1,0.82,13.5,
Rodentia,Muridae,Gerbillurus,tytonis,24,-999,1.9,0.97,13,
Rodentia,Muridae,Gerbillus,gleadowi,26.1,0.67,1.9,-999,-999,
Rodentia,Muridae,Gerbillus,andersoni,22,-999,-999,-999,-999,
Rodentia,Muridae,Gerbillus,henleyi,11.7,-999,-999,-999,-999,
Rodentia,Muridae,Gerbillus,gerbillus,25,-999,-999,-999,-999,
Rodentia,Muridae,Gerbillus,dasyurus,24.4,0.84,-999,-999,-999,
Rodentia,Muridae,Gerbillus,perpallidus,-999,0.67,2.24,-999,17.23,
Rodentia,Muridae,Gerbillus,simoni,-999,-999,-999,0.88,-999,
Rodentia,Muridae,Gerbillus,cheesmani,43.35,-999,-999,-999,-999,
Rodentia,Muridae,Gerbillus,nanus,18.5,0.72,-999,-999,-999,
Rodentia,Muridae,Gerbillus,pyramidum,37,0.95,2.55,0.92,11,
Rodentia,Muridae,Golunda,ellioti,65,-999,-999,-999,-999,
Rodentia,Muridae,Grammomys,rutilans,53,0.83,-999,-999,-999,
Rodentia,Muridae,Grammomys,dolichurus,43.7,0.8,4.2,0.82,-999,
Rodentia,Muridae,Grammomys,cometes,-999,-999,-999,0.75,-999,
Rodentia,Muridae,Graomys,griseoflavus,66,-999,-999,-999,-999,
Rodentia,Muridae,Hodomys,alleni,368,-999,-999,-999,-999,
Rodentia,Muridae,Holochilus,brasiliensis,155,0.94,5,0.75,-999,
Rodentia,Muridae,Hybomys,univittatus,51.8,1,4.4,-999,-999,
Rodentia,Muridae,Hydromys,chrysogaster,606,1.17,24.39,1.05,150,
Rodentia,Muridae,Hylomyscus,alleni,20,0.97,1.5,-999,-999,
Rodentia,Muridae,Hylomyscus,stella,16.7,0.97,1.49,-999,-999,
Rodentia,Muridae,Hyomys,goliath,882,-999,-999,-999,-999,
Rodentia,Muridae,Hyperacrius,fertilis,-999,-999,-999,-999,-999,
Rodentia,Muridae,Hyperacrius,wynnei,52.6,-999,-999,-999,-999,
Rodentia,Muridae,Hypogeomys,antimena,1250,4,-999,-999,-999,
Rodentia,Muridae,Lagurus,lagurus,20.3,0.66,1.35,-999,5.75,
Rodentia,Muridae,Lasiopodomys,brandtii,-999,-999,1.9,-999,-999,
Rodentia,Muridae,Leggadina,lakedownensis,17.5,1.05,-999,1,-999,
Rodentia,Muridae,Leggadina,forresti,20,-999,-999,1,-999,
