siteID,scientificName,dw,estimatedTotalCount,year,season
ARIK,Simulium sp.,0.23809193110027937,2,2019,spring
ARIK,Simulium sp.,0.08608964487446254,8,2019,spring
ARIK,Simulium sp.,0.04384899497219751,5,2019,spring
ARIK,Simulium sp.,0.08608964487446254,18,2019,spring
ARIK,Simulium sp.,0.23809193110027937,8,2019,spring
ARIK,Simulium sp.,0.08608964487446254,8,2019,spring
ARIK,Simulium sp.,0.018375035920044008,2,2019,spring
ARIK,Simulium sp.,0.08608964487446254,19,2019,spring
ARIK,Simulium sp.,0.1493971170399488,13,2019,spring
ARIK,Simulium sp.,0.04384899497219751,8,2019,spring
ARIK,Simulium sp.,0.04384899497219751,24,2019,spring
ARIK,Simulium sp.,0.1493971170399488,1,2019,spring
ARIK,Simulium sp.,0.1493971170399488,3,2019,spring
ARIK,Simulium sp.,0.018375035920044008,5,2019,spring
ARIK,Simulium sp.,0.1493971170399488,11,2019,spring
ARIK,Simulium sp.,0.23809193110027937,8,2019,spring
ARIK,Simulium sp.,0.018375035920044008,1,2019,spring
ARIK,Tanytarsus sp.,0.00588496732825515,3,2019,spring
ARIK,Tanytarsus sp.,0.028860700378858805,1,2019,spring
ARIK,Tanytarsus sp.,0.00588496732825515,3,2019,spring
ARIK,Tanytarsus sp.,0.00588496732825515,3,2019,spring
ARIK,Tipula sp.,18.552238851145283,3,2019,spring
ARIK,Tipula sp.,9.289336146018163,2,2019,spring
ARIK,Tipula sp.,11.94308417042881,3,2019,spring
ARIK,Tipula sp.,5.158001087240292,3,2019,spring
ARIK,Dasyhelea sp.,0.016621313617331098,2,2019,spring
ARIK,Dasyhelea sp.,0.04524918421919502,2,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,29,2019,spring
ARIK,Ceratopogoninae sp.,0.6824962241675492,3,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,7,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,40,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,4,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,27,2019,spring
ARIK,Ceratopogoninae sp.,0.003,5,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,32,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,8,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,18,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,11,2019,spring
ARIK,Ceratopogoninae sp.,0.5102153526130606,1,2019,spring
ARIK,Ceratopogoninae sp.,0.36687102539036937,3,2019,spring
ARIK,Ceratopogoninae sp.,0.36687102539036937,1,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,37,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,35,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,3,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,6,2019,spring
ARIK,Dasyhelea sp.,0.016621313617331098,2,2019,spring
ARIK,Dasyhelea sp.,0.04524918421919502,3,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,6,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,24,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,5,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,4,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,21,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,19,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,5,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,11,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,32,2019,spring
ARIK,Ceratopogoninae sp.,0.2507002939452099,1,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,5,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,1,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,1,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,11,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,19,2019,spring
ARIK,Dasyhelea sp.,0.016621313617331098,2,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,15,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,19,2019,spring
ARIK,Ceratopogoninae sp.,0.5102153526130606,3,2019,spring
ARIK,Dasyhelea sp.,0.016621313617331098,3,2019,spring
ARIK,Ceratopogoninae sp.,0.04524918421919502,1,2019,spring
ARIK,Dasyhelea sp.,0.09208935545522541,3,2019,spring
ARIK,Ceratopogoninae sp.,0.016621313617331098,15,2019,spring
ARIK,Ceratopogoninae sp.,0.36687102539036937,2,2019,spring
ARIK,Ceratopogoninae sp.,0.003,2,2019,spring
ARIK,Dasyhelea sp.,0.003,1,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,19,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,10,2019,spring
ARIK,Ceratopogoninae sp.,0.003,3,2019,spring
ARIK,Ceratopogoninae sp.,0.09208935545522541,3,2019,spring
ARIK,Ceratopogoninae sp.,0.15980014366796114,3,2019,spring
ARIK,Cryptochironomus sp.,0.07558353033148996,1,2019,spring
ARIK,Hydrobaenus sp.,0.1356223942405553,1,2019,spring
ARIK,Orthocladius sp.,0.03557031269404416,16,2019,spring
ARIK,Diamesa sp.,0.1356223942405553,2,2019,spring
ARIK,Hydrobaenus sp.,0.21866852308052165,1,2019,spring
ARIK,Thienemanniella sp.,0.03557031269404416,2,2019,spring
ARIK,Orthocladius sp.,0.03557031269404416,35,2019,spring
ARIK,Paratendipes sp.,0.0122950014503041,24,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,38,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,2,2019,spring
ARIK,Cricotopus/Orthocladius sp.,0.0122950014503041,1,2019,spring
ARIK,Paraphaenocladius sp.,0.0122950014503041,4,2019,spring
ARIK,Chaetocladius sp.,0.1356223942405553,6,2019,spring
ARIK,Diamesa sp.,0.0122950014503041,3,2019,spring
ARIK,Zavreliella marmorata,0.03557031269404416,1,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,17,2019,spring
ARIK,Paratendipes sp.,0.03557031269404416,48,2019,spring
ARIK,Cryptotendipes sp.,0.002,1,2019,spring
ARIK,Orthocladius sp.,0.3274815675118627,11,2019,spring
ARIK,Diamesa sp.,0.4646498075223865,2,2019,spring
ARIK,Zavreliella marmorata,0.03557031269404416,2,2019,spring
ARIK,Larsia sp.,0.0122950014503041,2,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,5,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,10,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,1,2019,spring
ARIK,Orthocladius sp.,0.3274815675118627,37,2019,spring
ARIK,Orthocladius sp.,0.21866852308052165,13,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,3,2019,spring
ARIK,Orthocladius sp.,0.21866852308052165,30,2019,spring
ARIK,Diamesa sp.,0.07558353033148996,3,2019,spring
ARIK,Thienemanniella sp.,0.0122950014503041,3,2019,spring
ARIK,Cryptotendipes sp.,0.0122950014503041,1,2019,spring
ARIK,Hydrobaenus sp.,0.1356223942405553,2,2019,spring
ARIK,Diamesa sp.,0.07558353033148996,4,2019,spring
ARIK,Orthocladius sp.,0.0122950014503041,11,2019,spring
ARIK,Micropsectra sp.,0.4646498075223865,1,2019,spring
ARIK,Paratendipes sp.,0.07558353033148996,5,2019,spring
ARIK,Paraphaenocladius sp.,0.1356223942405553,2,2019,spring
ARIK,Pseudosmittia sp.,0.002,1,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,4,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,5,2019,spring
ARIK,Rheocricotopus sp.,0.3274815675118627,2,2019,spring
ARIK,Diamesa sp.,0.03557031269404416,3,2019,spring
ARIK,Hydrobaenus sp.,0.3274815675118627,3,2019,spring
ARIK,Cricotopus/Orthocladius sp.,0.1356223942405553,1,2019,spring
ARIK,Paratendipes sp.,0.0122950014503041,5,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,48,2019,spring
ARIK,Thienemanniella sp.,0.03557031269404416,5,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,21,2019,spring
ARIK,Chaetocladius sp.,0.1356223942405553,1,2019,spring
ARIK,Orthocladius sp.,0.4646498075223865,3,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,3,2019,spring
ARIK,Orthocladius sp.,0.0122950014503041,40,2019,spring
ARIK,Orthocladius sp.,0.002,3,2019,spring
ARIK,Micropsectra sp.,0.3274815675118627,1,2019,spring
ARIK,Diamesa sp.,0.07558353033148996,1,2019,spring
ARIK,Orthocladius sp.,0.3274815675118627,3,2019,spring
ARIK,Paraphaenocladius sp.,0.0122950014503041,2,2019,spring
ARIK,Eukiefferiella tirolensis,0.0122950014503041,1,2019,spring
ARIK,Diamesa sp.,0.03557031269404416,2,2019,spring
ARIK,Paraphaenocladius sp.,0.1356223942405553,4,2019,spring
ARIK,Paratendipes sp.,0.03557031269404416,1,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,35,2019,spring
ARIK,Orthocladiinae sp.,0.002,2,2019,spring
ARIK,Paratendipes sp.,0.0122950014503041,1,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,7,2019,spring
ARIK,Orthocladius sp.,0.03557031269404416,64,2019,spring
ARIK,Thienemanniella sp.,0.0122950014503041,3,2019,spring
ARIK,Micropsectra sp.,0.03557031269404416,1,2019,spring
ARIK,Paratendipes sp.,0.0122950014503041,6,2019,spring
ARIK,Orthocladius sp.,0.03557031269404416,37,2019,spring
ARIK,Orthocladius sp.,0.0122950014503041,77,2019,spring
ARIK,Thienemanniella sp.,0.03557031269404416,2,2019,spring
ARIK,Chaetocladius sp.,0.1356223942405553,1,2019,spring
ARIK,Cryptotendipes sp.,0.03557031269404416,2,2019,spring
ARIK,Clinotanypus sp.,0.1356223942405553,2,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,64,2019,spring
ARIK,Zavreliella marmorata,0.0122950014503041,1,2019,spring
ARIK,Paratendipes sp.,0.03557031269404416,2,2019,spring
ARIK,Orthocladius sp.,0.3274815675118627,12,2019,spring
ARIK,Orthocladius sp.,0.4646498075223865,5,2019,spring
ARIK,Micropsectra sp.,0.07558353033148996,1,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,13,2019,spring
ARIK,Clinotanypus sp.,0.6326235725760396,1,2019,spring
ARIK,Orthocladius sp.,0.21866852308052165,29,2019,spring
ARIK,Paraphaenocladius sp.,0.07558353033148996,3,2019,spring
ARIK,Paraphaenocladius sp.,0.03557031269404416,4,2019,spring
ARIK,Pseudosmittia sp.,0.0122950014503041,2,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,46,2019,spring
ARIK,Thienemanniella sp.,0.03557031269404416,5,2019,spring
ARIK,Orthocladius sp.,0.21866852308052165,32,2019,spring
ARIK,Orthocladius sp.,0.21866852308052165,9,2019,spring
ARIK,Paratendipes sp.,0.03557031269404416,16,2019,spring
ARIK,Paratendipes sp.,0.0122950014503041,3,2019,spring
ARIK,Diamesa sp.,0.07558353033148996,5,2019,spring
ARIK,Diamesa sp.,0.3274815675118627,2,2019,spring
ARIK,Orthocladius sp.,0.07558353033148996,19,2019,spring
ARIK,Paraphaenocladius sp.,0.03557031269404416,2,2019,spring
ARIK,Orthocladius sp.,0.1356223942405553,17,2019,spring
ARIK,Orthocladius sp.,0.03557031269404416,16,2019,spring
ARIK,Hydrobaenus sp.,0.3274815675118627,2,2019,spring
ARIK,Orthocladius sp.,0.3274815675118627,5,2019,spring
ARIK,Limnophyes sp.,0.03557031269404416,3,2019,spring
ARIK,Rheocricotopus sp.,0.21866852308052165,4,2019,spring
ARIK,Orthocladius sp.,0.0122950014503041,2,2019,spring
ARIK,Donacia sp.,1.1882606329759704,1,2019,spring
ARIK,Orthemis ferruginea,1.8922145664119892,1,2019,spring
ARIK,Limnephilus sp.,25.94644597670901,1,2019,spring
ARIK,Limnephilus sp.,2.5002909215725633,1,2019,spring
ARIK,Limnephilus sp.,3.4045521528095075,2,2019,spring
ARIK,Limnephilus sp.,22.325852034989712,1,2019,spring
ARIK,Limnephilus sp.,11.168822278147559,1,2019,spring
ARIK,Limnephilus sp.,9.124627328392693,3,2019,spring
ARIK,Limnephilus sp.,16.11667064734318,3,2019,spring
ARIK,Limnephilus sp.,22.325852034989712,3,2019,spring
ARIK,Lumbriculidae sp.,0.24239643417812076,3,2019,spring
ARIK,Lumbriculidae sp.,0.009050966799187809,8,2019,spring
ARIK,Lumbriculidae sp.,0.1778279410038923,5,2019,spring
ARIK,Lumbriculidae sp.,0.03380582692958301,5,2019,spring
ARIK,Lumbriculidae sp.,0.01869185976526526,3,2019,spring
ARIK,Lumbriculidae sp.,0.5307819137214485,3,2019,spring
ARIK,Lumbriculidae sp.,0.0035533998349717294,5,2019,spring
ARIK,Lumbriculidae sp.,0.08610779292198037,3,2019,spring
ARIK,Lumbriculidae sp.,0.32161703930568564,3,2019,spring
ARIK,Lumbriculidae sp.,0.08610779292198037,3,2019,spring
ARIK,Lumbriculidae sp.,0.03380582692958301,8,2019,spring
ARIK,Lumbriculidae sp.,0.0035533998349717294,3,2019,spring
ARIK,Lumbriculidae sp.,0.1778279410038923,3,2019,spring
ARIK,Lumbriculidae sp.,0.01869185976526526,3,2019,spring
ARIK,Lumbriculidae sp.,0.055791576066234055,5,2019,spring
ARIK,Pisidiidae sp.,0.0163,24,2019,spring
ARIK,Pisidiidae sp.,0.0163,2,2019,spring
ARIK,Pisidiidae sp.,0.0163,40,2019,spring
ARIK,Pisidiidae sp.,0.09074838474738778,2,2019,spring
ARIK,Pisidiidae sp.,0.0163,12,2019,spring
ARIK,Pisidiidae sp.,0.09074838474738778,3,2019,spring
ARIK,Pisidiidae sp.,0.0163,5,2019,spring
ARIK,Pisidiidae sp.,0.0163,35,2019,spring
ARIK,Musculium sp.,0.5052312475006089,1,2019,spring
ARIK,Gyraulus sp.,1.1399360565691734,1,2019,spring
ARIK,Rhabdomastix fascigera gr.,0.12320888616603884,3,2019,spring
ARIK,Erioptera sp.,0.2240582122012307,2,2019,spring
ARIK,Rhabdomastix fascigera gr.,0.3652301366265245,3,2019,spring
ARIK,Molophilus sp.,0.7895914188718592,3,2019,spring
ARIK,Erioptera sp.,0.12320888616603884,2,2019,spring
ARIK,Erioptera sp.,0.056990992116299995,4,2019,spring
ARIK,Erioptera sp.,0.056990992116299995,6,2019,spring
ARIK,Erioptera sp.,0.056990992116299995,3,2019,spring
ARIK,Erioptera sp.,0.01922567706215093,2,2019,spring
ARIK,Erioptera sp.,0.056990992116299995,2,2019,spring
ARIK,Hygrotus sp.,0.18832742849893971,3,2019,spring
ARIK,Liodessus sp.,0.057874601351583135,3,2019,spring
ARIK,Hygrotus sp.,0.057874601351583135,2,2019,spring
ARIK,Peltodytes sp.,0.43499603657203484,2,2019,spring
ARIK,Ephydridae sp.,0.1903563024630629,5,2019,spring
ARIK,Ephydridae sp.,0.3109733518182251,3,2019,spring
ARIK,Ephydridae sp.,0.10439639581511663,3,2019,spring
ARIK,Stratiomys sp.,0.3109733518182251,3,2019,spring
ARIK,Anisoptera sp.,0.0078,1,2019,spring
ARIK,Tyrrellia sp.,0.11058177350426224,3,2019,spring
ARIK,Neumania sp.,0.11058177350426224,1,2019,spring
ARIK,Lebertia sp.,0.11058177350426224,3,2019,spring
ARIK,Acari sp.,0.11058177350426224,3,2019,spring
ARIK,Acari sp.,0.11058177350426224,6,2019,spring
ARIK,Acari sp.,0.11058177350426224,3,2019,spring
ARIK,Pionidae sp.,0.11058177350426224,5,2019,spring
ARIK,Hygrobates sp.,0.11058177350426224,3,2019,spring
ARIK,Oribatida sp.,0.11058177350426224,1,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,2,2019,spring
ARIK,Pristina aequiseta,0.01706462285503832,1,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,1,2019,spring
ARIK,Naididae sp.,0.07026111504632836,3,2019,spring
ARIK,Naididae sp.,0.14520392335374827,4,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.09311303278790668,2,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,13,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,16,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.20495374865641905,4,2019,spring
ARIK,Limnodrilus maumeensis,0.031920496950709254,3,2019,spring
ARIK,Naididae sp.,0.11814348808544484,4,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,1,2019,spring
ARIK,Naididae sp.,0.031920496950709254,5,2019,spring
ARIK,Enchytraeidae sp.,0.00585,3,2019,spring
ARIK,Enchytraeidae sp.,0.11814348808544484,2,2019,spring
ARIK,Naididae sp.,0.14520392335374827,3,2019,spring
ARIK,Naididae sp.,0.20495374865641905,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,1,2019,spring
ARIK,Naididae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.7418985269967427,2,2019,spring
ARIK,Naididae sp.,1.1183291468416505,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,4,2019,spring
ARIK,Enchytraeidae sp.,0.07026111504632836,1,2019,spring
ARIK,Naididae sp.,0.07026111504632836,2,2019,spring
ARIK,Naididae sp.,0.20495374865641905,3,2019,spring
ARIK,Naididae sp.,0.34462804563364596,2,2019,spring
ARIK,Naididae sp.,0.01706462285503832,13,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.2374580342770231,2,2019,spring
ARIK,Pristina aequiseta,0.00585,1,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,13,2019,spring
ARIK,Naididae sp.,0.3073557722378318,2,2019,spring
ARIK,Naididae sp.,0.01706462285503832,11,2019,spring
ARIK,Naididae sp.,0.07026111504632836,3,2019,spring
ARIK,Pristina aequiseta,0.00585,4,2019,spring
ARIK,Enchytraeidae sp.,0.07026111504632836,1,2019,spring
ARIK,Ilyodrilus templetoni,0.031920496950709254,1,2019,spring
ARIK,Naididae sp.,0.00585,8,2019,spring
ARIK,Naididae sp.,0.00585,31,2019,spring
ARIK,Naididae sp.,0.3833794373657703,6,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,1,2019,spring
ARIK,Dero sp.,0.00585,1,2019,spring
ARIK,Naididae sp.,0.00585,10,2019,spring
ARIK,Naididae sp.,0.00585,9,2019,spring
ARIK,Slavina appendiculata,0.00585,1,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Pristina aequiseta,0.00585,2,2019,spring
ARIK,Naididae sp.,0.46514057472570225,3,2019,spring
ARIK,Naididae sp.,0.5978561407774542,4,2019,spring
ARIK,Naididae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.09311303278790668,2,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,14,2019,spring
ARIK,Naididae sp.,0.3833794373657703,3,2019,spring
ARIK,Enchytraeidae sp.,0.00585,26,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.14520392335374827,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,10,2019,spring
ARIK,Naididae sp.,0.00585,8,2019,spring
ARIK,Naididae sp.,0.031920496950709254,8,2019,spring
ARIK,Limnodrilus maumeensis,0.14520392335374827,3,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,3,2019,spring
ARIK,Aulodrilus limnobius,0.00585,2,2019,spring
ARIK,Naididae sp.,0.1741740385607246,4,2019,spring
ARIK,Naididae sp.,0.031920496950709254,1,2019,spring
ARIK,Naididae sp.,0.049778009091401045,8,2019,spring
ARIK,Naididae sp.,0.031920496950709254,3,2019,spring
ARIK,Pristina sp.,0.00585,4,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.07026111504632836,2,2019,spring
ARIK,Naididae sp.,0.031920496950709254,3,2019,spring
ARIK,Naididae sp.,0.46514057472570225,6,2019,spring
ARIK,Naididae sp.,0.14520392335374827,2,2019,spring
ARIK,Naididae sp.,0.031920496950709254,3,2019,spring
ARIK,Naididae sp.,0.00585,6,2019,spring
ARIK,Naididae sp.,0.031920496950709254,11,2019,spring
ARIK,Naididae sp.,0.049778009091401045,5,2019,spring
ARIK,Naididae sp.,0.09311303278790668,6,2019,spring
ARIK,Naididae sp.,0.11814348808544484,11,2019,spring
ARIK,Naididae sp.,0.031920496950709254,4,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,32,2019,spring
ARIK,Naididae sp.,0.01706462285503832,2,2019,spring
ARIK,Naididae sp.,0.14520392335374827,5,2019,spring
ARIK,Naididae sp.,0.00585,1,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,3,2019,spring
ARIK,Naididae sp.,0.3073557722378318,3,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.14520392335374827,2,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.031920496950709254,1,2019,spring
ARIK,Naididae sp.,0.01706462285503832,1,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.11814348808544484,1,2019,spring
ARIK,Naididae sp.,0.049778009091401045,3,2019,spring
ARIK,Pristina aequiseta,0.00585,1,2019,spring
ARIK,Pristina sp.,0.00585,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,22,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,3,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.07026111504632836,1,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Enchytraeidae sp.,0.00585,4,2019,spring
ARIK,Naididae sp.,0.1741740385607246,3,2019,spring
ARIK,Enchytraeidae sp.,0.07026111504632836,2,2019,spring
ARIK,Naididae sp.,0.20495374865641905,6,2019,spring
ARIK,Naididae sp.,0.01706462285503832,3,2019,spring
ARIK,Naididae sp.,0.049778009091401045,5,2019,spring
ARIK,Naididae sp.,0.07026111504632836,2,2019,spring
ARIK,Naididae sp.,0.049778009091401045,12,2019,spring
ARIK,Enchytraeidae sp.,0.00585,2,2019,spring
ARIK,Naididae sp.,0.01706462285503832,2,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,3,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,15,2019,spring
ARIK,Naididae sp.,0.01706462285503832,11,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,8,2019,spring
ARIK,Naididae sp.,0.01706462285503832,6,2019,spring
ARIK,Pristina aequiseta,0.00585,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,6,2019,spring
ARIK,Enchytraeidae sp.,0.00585,19,2019,spring
ARIK,Naididae sp.,0.6926721023651556,2,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,30,2019,spring
ARIK,Pristina aequiseta,0.00585,5,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Naididae sp.,0.00585,11,2019,spring
ARIK,Naididae sp.,0.1741740385607246,1,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.34462804563364596,2,2019,spring
ARIK,Naididae sp.,0.7923045115631353,6,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,8,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,1,2019,spring
ARIK,Naididae sp.,0.049778009091401045,3,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.049778009091401045,10,2019,spring
ARIK,Naididae sp.,0.09311303278790668,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,5,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,18,2019,spring
ARIK,Naididae sp.,0.031920496950709254,3,2019,spring
ARIK,Enchytraeidae sp.,0.031920496950709254,80,2019,spring
ARIK,Naididae sp.,0.049778009091401045,4,2019,spring
ARIK,Naididae sp.,0.00585,3,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,3,2019,spring
ARIK,Enchytraeidae sp.,0.01706462285503832,1,2019,spring
ARIK,Naididae sp.,0.14520392335374827,3,2019,spring
ARIK,Naididae sp.,0.2374580342770231,3,2019,spring
ARIK,Enchytraeidae sp.,0.049778009091401045,2,2019,spring
ARIK,Limnodrilus claparedeianus,0.34462804563364596,2,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.07026111504632836,4,2019,spring
ARIK,Naididae sp.,0.01706462285503832,5,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.049778009091401045,3,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.11814348808544484,3,2019,spring
ARIK,Limnodrilus hoffmeisteri,0.11814348808544484,8,2019,spring
ARIK,Naididae sp.,0.2716134679340931,4,2019,spring
ARIK,Naididae sp.,0.00585,11,2019,spring
ARIK,Naididae sp.,0.049778009091401045,3,2019,spring
ARIK,Enchytraeidae sp.,0.00585,3,2019,spring
ARIK,Naididae sp.,0.01706462285503832,21,2019,spring
ARIK,Naididae sp.,0.049778009091401045,6,2019,spring
ARIK,Pristina aequiseta,0.00585,3,2019,spring
ARIK,Naididae sp.,0.031920496950709254,5,2019,spring
